Date_Time,Organization,Name,Group_,Group_Type,TimeZone,timezone-description,Electricity_Consumed,Unit,value,period
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2256,megawatthours,2256,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2304,megawatthours,2304,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2268,megawatthours,2268,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2314,megawatthours,2314,2021-05-25
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13944,megawatthours,13944,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13890,megawatthours,13890,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13862,megawatthours,13862,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13919,megawatthours,13919,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13944,megawatthours,13944,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27447,megawatthours,27447,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27313,megawatthours,27313,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27241,megawatthours,27241,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27384,megawatthours,27384,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27447,megawatthours,27447,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16347,megawatthours,16347,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16304,megawatthours,16304,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16186,megawatthours,16186,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16316,megawatthours,16316,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16347,megawatthours,16347,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2400,megawatthours,2400,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2411,megawatthours,2411,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2321,megawatthours,2321,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2394,megawatthours,2394,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2400,megawatthours,2400,2021-05-24
2021-05-23,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13009,megawatthours,13009,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12983,megawatthours,12983,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12966,megawatthours,12966,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13001,megawatthours,13001,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13009,megawatthours,13009,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,25887,megawatthours,25887,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,25849,megawatthours,25849,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,25830,megawatthours,25830,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,25867,megawatthours,25867,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,25887,megawatthours,25887,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,15718,megawatthours,15718,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15781,megawatthours,15781,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,15792,megawatthours,15792,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15771,megawatthours,15771,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,15718,megawatthours,15718,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2706,megawatthours,2706,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2795,megawatthours,2795,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2823,megawatthours,2823,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2767,megawatthours,2767,2021-05-23
2021-05-23,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2706,megawatthours,2706,2021-05-23
2021-05-22,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12543,megawatthours,12543,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12594,megawatthours,12594,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12624,megawatthours,12624,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12567,megawatthours,12567,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12543,megawatthours,12543,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,24859,megawatthours,24859,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,24922,megawatthours,24922,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,24962,megawatthours,24962,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,24886,megawatthours,24886,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,24859,megawatthours,24859,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14945,megawatthours,14945,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15023,megawatthours,15023,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,15017,megawatthours,15017,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15011,megawatthours,15011,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14945,megawatthours,14945,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2402,megawatthours,2402,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2429,megawatthours,2429,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2393,megawatthours,2393,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2444,megawatthours,2444,2021-05-22
2021-05-22,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2402,megawatthours,2402,2021-05-22
2021-05-21,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12730,megawatthours,12730,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12714,megawatthours,12714,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12698,megawatthours,12698,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12721,megawatthours,12721,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12730,megawatthours,12730,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,25307,megawatthours,25307,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,25303,megawatthours,25303,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,25279,megawatthours,25279,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,25308,megawatthours,25308,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,25307,megawatthours,25307,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,15054,megawatthours,15054,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,15057,megawatthours,15057,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,15062,megawatthours,15062,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,15056,megawatthours,15056,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,15054,megawatthours,15054,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2324,megawatthours,2324,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2343,megawatthours,2343,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2364,megawatthours,2364,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2335,megawatthours,2335,2021-05-21
2021-05-21,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2324,megawatthours,2324,2021-05-21
2021-05-20,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12709,megawatthours,12709,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12737,megawatthours,12737,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12751,megawatthours,12751,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12722,megawatthours,12722,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12709,megawatthours,12709,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,24720,megawatthours,24720,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,24715,megawatthours,24715,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,24719,megawatthours,24719,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,24721,megawatthours,24721,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,24720,megawatthours,24720,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14085,megawatthours,14085,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13999,megawatthours,13999,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13997,megawatthours,13997,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13998,megawatthours,13998,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14085,megawatthours,14085,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1376,megawatthours,1376,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1261,megawatthours,1261,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1245,megawatthours,1245,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1275,megawatthours,1275,2021-05-20
2021-05-20,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1376,megawatthours,1376,2021-05-20
2021-05-19,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13147,megawatthours,13147,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13118,megawatthours,13118,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13104,megawatthours,13104,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13132,megawatthours,13132,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13147,megawatthours,13147,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,24936,megawatthours,24936,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,24909,megawatthours,24909,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,24878,megawatthours,24878,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,24924,megawatthours,24924,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,24936,megawatthours,24936,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13937,megawatthours,13937,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13888,megawatthours,13888,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13887,megawatthours,13887,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13889,megawatthours,13889,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13937,megawatthours,13937,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,807,megawatthours,807,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,788,megawatthours,788,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,801,megawatthours,801,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,775,megawatthours,775,2021-05-19
2021-05-19,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,807,megawatthours,807,2021-05-19
2021-05-18,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12360,megawatthours,12360,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12326,megawatthours,12326,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12308,megawatthours,12308,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12348,megawatthours,12348,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12360,megawatthours,12360,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,23895,megawatthours,23895,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,23804,megawatthours,23804,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,23754,megawatthours,23754,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,23853,megawatthours,23853,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,23895,megawatthours,23895,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13413,megawatthours,13413,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13427,megawatthours,13427,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13430,megawatthours,13430,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13429,megawatthours,13429,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13413,megawatthours,13413,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1053,megawatthours,1053,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1101,megawatthours,1101,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1122,megawatthours,1122,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1081,megawatthours,1081,2021-05-18
2021-05-18,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1053,megawatthours,1053,2021-05-18
2021-05-17,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,11967,megawatthours,11967,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,11876,megawatthours,11876,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,11833,megawatthours,11833,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,11922,megawatthours,11922,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,11967,megawatthours,11967,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,22813,megawatthours,22813,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,22663,megawatthours,22663,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,22595,megawatthours,22595,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,22739,megawatthours,22739,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,22813,megawatthours,22813,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13391,megawatthours,13391,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13202,megawatthours,13202,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13213,megawatthours,13213,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13345,megawatthours,13345,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13391,megawatthours,13391,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1424,megawatthours,1424,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1326,megawatthours,1326,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1380,megawatthours,1380,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1423,megawatthours,1423,2021-05-17
2021-05-17,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1424,megawatthours,1424,2021-05-17
2021-05-16,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,11076,megawatthours,11076,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,11182,megawatthours,11182,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,11232,megawatthours,11232,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,11126,megawatthours,11126,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,11076,megawatthours,11076,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,21150,megawatthours,21150,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,21132,megawatthours,21132,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,21115,megawatthours,21115,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,21141,megawatthours,21141,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,21150,megawatthours,21150,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,11008,megawatthours,11008,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,11133,megawatthours,11133,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,11119,megawatthours,11119,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,11050,megawatthours,11050,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,11008,megawatthours,11008,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-33,megawatthours,-33,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,0,megawatthours,0,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-57,megawatthours,-57,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-34,megawatthours,-34,2021-05-16
2021-05-16,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-33,megawatthours,-33,2021-05-16
2021-05-15,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,10550,megawatthours,10550,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,10436,megawatthours,10436,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,10371,megawatthours,10371,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,10496,megawatthours,10496,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,10550,megawatthours,10550,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,20035,megawatthours,20035,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,20031,megawatthours,20031,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,20018,megawatthours,20018,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,20034,megawatthours,20034,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,20035,megawatthours,20035,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,10784,megawatthours,10784,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,10645,megawatthours,10645,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,10511,megawatthours,10511,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,10745,megawatthours,10745,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,10784,megawatthours,10784,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,262,megawatthours,262,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,223,megawatthours,223,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,147,megawatthours,147,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,270,megawatthours,270,2021-05-15
2021-05-15,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,262,megawatthours,262,2021-05-15
2021-05-14,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,10268,megawatthours,10268,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,10273,megawatthours,10273,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,10268,megawatthours,10268,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,10276,megawatthours,10276,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,10268,megawatthours,10268,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,19638,megawatthours,19638,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,19626,megawatthours,19626,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,19625,megawatthours,19625,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,19636,megawatthours,19636,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,19638,megawatthours,19638,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,10642,megawatthours,10642,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,10662,megawatthours,10662,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,10665,megawatthours,10665,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,10652,megawatthours,10652,2021-05-14
2021-05-14,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,10642,megawatthours,10642,2021-05-14
